Height,Weight,Sex
162.5,48.0,female
166.6,43.74,female
162.8,56.400000000000006,male
170.6,56.239999999999995,female
162.1,39.040000000000006,female
164.8,48.72,female
163.2,42.58,female
168.4,53.76,female
165.3,62.550000000000004,male
168.8,45.42000000000001,female
161.7,60.67999999999999,female
155.3,50.02,female
184.5,64.75,male
183.6,69.3,male
175.1,60.949999999999996,male
172.8,60.2,male
161.7,53.47999999999999,female
185.0,77.3,male
160.6,48.839999999999996,female
175.6,64.3,male
173.9,77.95,male
164.6,52.599999999999994,male
179.5,71.25,male
174.9,66.25,male
172.2,71.39999999999999,male
192.6,66.5,male
166.7,50.279999999999994,female
156.7,58.28,female
177.7,67.05,male
169.9,57.66000000000001,female
167.3,55.52,female
157.3,52.12000000000001,female
158.8,47.82000000000001,female
161.9,55.760000000000005,female
185.2,45.99999999999999,male
173.9,68.35000000000001,male
179.0,66.6,male
172.8,67.2,male
171.6,66.8,male
174.3,54.52000000000001,female
170.2,47.58,female
182.0,62.8,male
178.3,68.05000000000001,male
180.4,67.9,male
159.2,41.68,female
176.4,68.3,male
157.7,41.879999999999995,female
176.4,71.10000000000001,male
156.1,40.94,female
179.1,76.64999999999999,male
159.7,44.779999999999994,female
165.1,61.24000000000001,female
164.3,54.320000000000014,female
174.6,66.6,male
176.8,77.7,male
167.4,56.96000000000001,female
169.5,83.15,male
181.7,70.94999999999999,male
181.3,86.05000000000001,male
163.9,57.36,female
159.9,49.96000000000001,female
176.5,66.65,male
179.5,66.65,male
169.1,50.24,female
155.1,42.54,female
176.0,54.8,male
175.4,57.2,male
161.4,51.760000000000005,female
174.1,56.24,female
162.5,48.1,female
176.5,87.35,male
173.6,67.1,male
150.2,53.18,female
177.7,60.24999999999999,male
171.1,73.14999999999999,male
153.5,50.400000000000006,female
155.5,54.800000000000004,female
161.1,48.839999999999996,female
171.8,70.30000000000001,male
158.1,49.04,female
173.3,63.85000000000001,male
189.6,74.1,male
168.0,44.5,female
172.4,62.0,male
177.6,87.8,male
175.7,59.55,male
175.7,58.14999999999999,male
167.3,57.620000000000005,female
171.9,59.650000000000006,male
160.8,54.42000000000001,female
176.9,69.45,male
180.2,69.5,male
153.3,48.32000000000001,female
165.7,56.449999999999996,male
160.9,52.16,female
166.9,51.46000000000001,female
165.0,51.1,female
173.7,75.05,male
192.8,69.9,male
174.9,66.45,male
178.9,57.85,male
189.7,75.35,male
172.7,58.28,female
182.2,71.19999999999999,male
185.5,67.25,male
171.8,60.22000000000001,female
184.6,79.39999999999999,male
195.1,85.64999999999999,male
165.3,74.65,male
177.2,63.599999999999994,male
162.2,50.98,female
172.7,59.24999999999999,male
169.7,64.44999999999999,male
177.0,64.6,male
157.1,52.540000000000006,female
172.1,67.25,male
159.7,47.08,female
163.1,55.839999999999996,female
187.6,72.8,male
183.9,69.35000000000001,male
161.5,44.900000000000006,female
190.5,81.65,male
176.7,69.75,male
157.9,53.36000000000001,female
173.6,71.39999999999999,male
178.0,74.2,male
169.9,36.36000000000001,female
162.9,56.85,male
159.7,50.779999999999994,female
159.6,51.84,female
176.7,63.849999999999994,male
157.9,41.56,female
184.2,77.6,male
171.6,49.54,female
161.8,48.420000000000016,female
161.2,53.78,female
161.6,50.44,female
186.1,77.64999999999999,male
185.3,83.15,male
173.4,70.5,male
165.8,53.52000000000001,female
153.3,50.220000000000006,female
174.7,60.349999999999994,male
178.5,72.55,male
153.5,51.7,female
177.8,66.0,male
180.3,64.55000000000001,male
162.1,56.24,female
172.2,78.39999999999999,male
166.0,53.60000000000001,female
155.5,47.300000000000004,female
185.6,77.2,male
152.0,44.6,female
184.5,74.05,male
178.9,53.85,male
168.0,68.3,male
176.0,72.6,male
146.4,42.760000000000005,female
180.7,81.14999999999999,male
177.7,69.05,male
158.7,48.379999999999995,female
182.8,67.30000000000001,male
186.5,84.85,male
161.2,46.480000000000004,female
177.5,74.15,male
164.1,50.74,female
163.4,49.96,female
155.8,54.82000000000001,female
159.2,49.98,female
183.3,77.85000000000001,male
175.3,71.95,male
174.4,65.5,male
155.7,40.18,female
181.2,62.39999999999999,male
163.9,53.06,female
156.9,48.36000000000001,female
174.0,87.7,male
171.4,54.6,male
176.1,68.25,male
159.0,60.4,male
167.6,50.440000000000005,female
182.7,79.55,male
172.9,59.150000000000006,male
157.4,45.06000000000001,female
197.1,85.14999999999999,male
168.4,61.6,male
169.0,49.30000000000001,female
178.1,76.45,male
164.9,56.260000000000005,female
175.4,69.0,male
168.1,55.44,female
165.6,42.53999999999999,female
149.5,36.7,female
160.0,44.4,female
163.8,53.02000000000001,female
151.3,41.42000000000001,female
166.3,51.12000000000001,female
179.9,62.95,male
181.6,70.2,male
184.0,74.2,male
175.8,71.80000000000001,male
176.4,67.0,male
175.8,50.42000000000001,female
182.2,68.1,male
172.0,66.3,male
179.9,74.25,male
181.7,77.14999999999999,male
164.8,55.120000000000005,female
159.6,43.64,female
185.7,71.25,male
182.5,60.65,male
162.5,52.2,female
176.5,69.25,male
159.2,46.98,female
163.9,46.160000000000004,female
168.6,72.6,male
161.8,47.62000000000001,female
159.8,43.42000000000001,female
182.2,60.8,male
178.3,65.65,male
183.9,83.55,male
157.1,40.24,female
167.2,47.779999999999994,female
183.9,71.75,male
166.9,69.55,male
174.7,56.98,female
152.8,45.120000000000005,female
147.7,38.08,female
156.4,46.36,female
178.9,59.160000000000004,female
152.5,42.5,female
152.8,40.220000000000006,female
162.5,47.1,female
160.5,50.800000000000004,female
176.0,69.4,male
170.7,60.849999999999994,male
186.5,64.35,male
179.2,74.6,male
156.6,48.94,female
181.4,78.60000000000001,male
172.3,77.15,male
162.7,44.98,female
176.3,73.25,male
172.3,55.92,female
160.6,51.63999999999999,female
159.8,52.52000000000001,female
166.6,56.44,female
175.6,69.3,male
155.5,54.400000000000006,female
165.2,55.599999999999994,male
156.0,54.60000000000001,female
160.3,41.620000000000005,female
163.9,47.06,female
171.0,55.60000000000001,female
161.7,54.17999999999999,female
164.0,59.80000000000001,female
166.0,54.00000000000001,female
187.7,74.14999999999999,male
177.0,83.7,male
198.1,62.349999999999994,male
164.8,48.52,female
154.1,39.24,female
158.4,57.36000000000001,female
176.8,66.30000000000001,male
159.2,51.68,female
174.1,56.349999999999994,male
171.2,84.3,male
173.2,57.39999999999999,male
161.0,50.400000000000006,female
171.4,52.96,female
178.8,75.7,male
168.6,70.39999999999999,male
171.9,39.95,male
154.1,47.94,female
183.8,79.9,male
184.3,75.65,male
168.4,54.76,female
175.6,79.7,male
158.8,61.12000000000001,female
159.5,51.900000000000006,female
182.4,73.5,male
178.0,74.7,male
167.8,47.02,female
178.6,75.6,male
165.0,52.4,female
156.2,57.879999999999995,female
183.3,66.05000000000001,male
162.3,45.92,female
170.7,43.18,female
158.9,54.46,female
181.3,60.95,male
191.3,70.25,male
175.2,71.5,male
183.8,72.9,male
160.4,57.360000000000014,female
194.7,84.94999999999999,male
170.2,63.49999999999999,male
189.3,70.75,male
179.8,70.10000000000001,male
163.6,57.14,female
161.3,50.02000000000001,female
164.1,47.54,female
163.6,51.739999999999995,female
186.0,78.7,male
172.4,55.5,male
163.9,53.260000000000005,female
190.1,83.14999999999999,male
159.8,46.52000000000001,female
178.1,75.95,male
176.9,74.55,male
156.6,56.54,female
180.8,93.0,male
189.2,70.1,male
158.0,56.300000000000004,female
159.3,31.820000000000007,female
151.4,57.760000000000005,female
154.0,50.9,female
177.7,51.05,male
188.3,73.15,male
185.8,64.0,male
184.8,67.10000000000001,male
180.1,84.25,male
157.6,50.339999999999996,female
187.0,79.4,male
157.0,42.7,female
163.3,54.02000000000001,female
164.9,48.760000000000005,female
178.6,71.5,male
176.4,56.400000000000006,male
162.4,58.96000000000001,female
166.8,51.62000000000001,female
188.5,74.75,male
158.1,47.440000000000005,female
160.9,50.46,female
158.9,51.46,female
157.5,31.7,female
171.1,51.64,female
170.4,63.5,male
171.2,85.1,male
171.2,57.3,male
168.1,68.14999999999999,male
166.3,60.52000000000001,female
166.4,36.46,female
156.1,43.739999999999995,female
173.8,76.9,male
182.5,76.75,male
172.5,69.35,male
179.3,64.35000000000001,male
184.6,74.7,male
153.8,46.92000000000001,female
165.3,56.02,female
179.7,68.14999999999999,male
183.4,73.2,male
168.4,48.26,female
159.5,54.900000000000006,female
161.2,42.88,female
169.8,52.300000000000004,male
158.9,44.46,female
175.4,58.5,male
178.6,71.6,male
185.8,82.0,male
171.1,46.64,female
174.5,68.75,male
179.9,64.55,male
157.5,51.7,female
161.0,50.300000000000004,female
161.3,64.12,female
167.9,55.26000000000001,female
155.2,62.68,female
176.0,82.5,male
157.7,47.48,female
153.9,34.260000000000005,female
162.0,47.0,female
162.2,49.67999999999999,female
153.8,52.82000000000001,female
157.4,55.86000000000001,female
160.4,55.06000000000001,female
169.2,60.279999999999994,female
159.2,50.48,female
172.0,71.3,male
160.6,46.239999999999995,female
150.8,36.82000000000001,female
173.1,56.94,female
165.9,59.85,male
176.6,70.3,male
163.7,52.949999999999996,male
188.8,71.9,male
161.2,41.78,female
166.3,47.32000000000001,female
173.1,52.839999999999996,female
186.2,87.39999999999999,male
170.9,46.56,female
189.9,77.55,male
165.0,48.7,female
163.7,52.38,female
173.7,65.44999999999999,male
156.8,46.92000000000001,female
183.5,84.05,male
171.8,64.7,male
167.0,53.8,female
154.7,49.98,female
166.6,69.34,female
183.3,66.25,male
167.6,69.7,male
175.5,65.65,male
182.8,72.9,male
170.3,42.42,female
172.2,67.8,male
175.4,69.3,male
177.4,82.5,male
157.6,61.8,male
160.4,39.56000000000001,female
174.9,68.95,male
153.8,53.02000000000001,female
176.4,55.800000000000004,male
182.8,78.5,male
162.3,57.32,female
163.7,57.78,female
182.8,81.80000000000001,male
160.1,48.24000000000001,female
173.6,57.099999999999994,male
165.3,57.32000000000001,female
170.6,54.8,male
154.0,52.5,female
182.1,61.15,male
148.7,49.18,female
164.7,48.67999999999999,female
172.6,70.6,male
167.0,57.199999999999996,female
156.5,55.2,female
165.3,52.52,female
186.3,75.65,male
174.4,66.0,male
184.6,86.6,male
157.0,43.2,female
159.4,44.56,female
162.3,44.32,female
159.3,48.720000000000006,female
160.3,50.32000000000001,female
153.4,45.46000000000001,female
179.2,66.69999999999999,male
177.0,59.2,male
185.6,69.6,male
183.3,68.35000000000001,male
183.0,74.8,male
160.7,41.78,female
180.1,80.95,male
169.5,69.45,male
159.0,50.6,female
163.5,50.00000000000001,female
165.9,44.96,female
180.4,67.60000000000001,male
152.9,40.96,female
156.8,51.720000000000006,female
183.6,80.1,male
175.5,77.65,male
166.7,66.75,male
175.8,72.4,male
164.2,46.07999999999999,female
153.5,47.10000000000001,female
184.3,80.75,male
178.4,56.900000000000006,male
154.6,54.440000000000005,female
168.2,52.88,female
157.3,43.92000000000001,female
186.2,67.69999999999999,male
157.3,51.32000000000001,female
160.0,49.1,female
182.0,76.6,male
179.5,67.65,male
175.1,68.25,male
176.2,68.5,male
171.7,65.94999999999999,male
161.7,47.07999999999999,female
170.7,59.05,male
171.2,48.88,female
165.1,54.940000000000005,female
177.7,52.58,female
167.9,69.25,male
158.0,50.800000000000004,female
156.2,41.779999999999994,female
152.1,51.34,female
180.1,65.75,male
156.7,34.379999999999995,female
164.3,49.320000000000014,female
163.5,55.55,male
183.3,59.95,male
177.5,50.85,male
178.2,53.3,male
178.7,62.64999999999999,male
173.6,57.9,male
179.1,71.75,male
183.6,72.2,male
173.3,64.95,male
177.9,61.35,male
171.4,64.8,male
178.7,74.14999999999999,male
167.9,57.76000000000001,female
176.6,54.3,male
173.7,61.849999999999994,male
164.7,64.14999999999999,male
161.4,45.86,female
160.6,45.13999999999999,female
170.8,54.220000000000006,female
193.5,77.85,male
173.5,76.45,male
196.5,93.55,male
160.1,43.540000000000006,female
180.8,64.10000000000001,male
168.8,61.400000000000006,male
167.9,51.06000000000001,female
184.5,55.45,male
179.4,51.0,male
187.5,79.95,male
169.5,65.85,male
186.4,77.10000000000001,male
189.1,78.55,male
173.8,65.9,male
162.6,43.440000000000005,female
168.7,68.05,male
177.8,71.7,male
172.2,58.779999999999994,female
161.4,45.46,female
168.6,63.599999999999994,male
162.5,42.9,female
162.2,54.58,female
161.6,49.54,female
170.2,54.879999999999995,female
177.1,77.75,male
175.2,56.8,male
163.2,51.980000000000004,female
162.9,62.45,male
180.9,70.75,male
163.3,55.42000000000001,female
155.8,47.620000000000005,female
174.3,56.25000000000001,male
159.1,36.74,female
156.9,41.46000000000001,female
186.8,98.5,male
155.8,48.720000000000006,female
179.3,74.35000000000001,male
167.2,54.98,female
171.7,65.94999999999999,male
161.1,49.94,female
177.3,62.050000000000004,male
184.2,73.0,male
189.7,83.94999999999999,male
175.4,58.2,male
158.3,44.220000000000006,female
153.4,44.760000000000005,female
174.1,74.05,male
154.2,54.38,female
158.8,45.92000000000001,female
168.7,66.44999999999999,male
166.5,54.50000000000001,female
166.8,46.820000000000014,female
170.2,55.3,male
165.0,49.5,female
178.5,71.85,male
159.7,47.779999999999994,female
174.4,66.4,male
154.5,45.00000000000001,female
165.3,53.720000000000006,female
156.5,46.7,female
160.2,42.68,female
159.0,50.0,female
157.7,44.48,female
181.3,75.05000000000001,male
166.0,59.400000000000006,female
173.8,79.10000000000001,male
176.8,81.60000000000001,male
157.4,45.86000000000001,female
158.7,43.379999999999995,female
153.7,44.58,female
184.2,84.8,male
175.7,72.25,male
179.2,63.49999999999999,male
164.7,66.55,male
183.1,86.95,male
159.6,58.84,female
180.5,75.95,male
154.4,50.96000000000001,female
181.2,59.28,female
185.7,74.55,male
187.4,71.3,male
175.7,74.35,male
156.3,50.12000000000001,female
161.4,51.160000000000004,female
155.3,41.720000000000006,female
170.6,59.699999999999996,male
160.1,38.440000000000005,female
164.6,43.34,female
183.7,66.94999999999999,male
170.8,68.30000000000001,male
177.0,64.2,male
164.5,55.9,female
158.4,48.260000000000005,female
155.9,42.760000000000005,female
163.8,48.02000000000001,female
158.1,42.34,female
158.2,52.38,female
165.5,49.900000000000006,female
171.1,49.44,female
155.1,44.339999999999996,female
161.6,40.44,female
169.6,53.699999999999996,male
177.1,49.349999999999994,male
175.3,67.25,male
183.7,64.85,male
157.2,43.48,female
172.1,64.64999999999999,male
182.7,85.94999999999999,male
185.4,75.10000000000001,male
181.6,71.39999999999999,male
167.3,50.02,female
183.7,69.55,male
177.8,62.10000000000001,male
188.3,68.85000000000001,male
188.0,64.3,male
163.5,62.35,male
181.3,86.45,male
164.5,51.099999999999994,female
154.3,48.120000000000005,female
180.9,77.75,male
172.9,64.35000000000001,male
185.5,73.55,male
187.6,78.3,male
178.6,59.0,male
176.7,60.64999999999999,male
160.6,50.839999999999996,female
164.4,46.160000000000004,female
164.8,45.42,female
159.8,47.32000000000001,female
168.1,60.94,female
181.3,68.45,male
165.3,43.92,female
160.6,53.94,female
175.2,80.89999999999999,male
160.2,42.28,female
157.3,56.82000000000001,female
169.2,61.279999999999994,female
171.5,68.05,male
154.2,35.480000000000004,female
166.1,51.54,female
187.5,85.25,male
169.9,52.16000000000001,female
157.2,54.58,female
173.8,68.80000000000001,male
173.8,54.400000000000006,male
155.5,56.0,female
170.1,58.55,male
194.8,70.10000000000001,male
187.6,74.6,male
159.3,52.52,female
168.4,69.7,male
180.1,48.05,male
178.3,67.25,male
175.9,55.650000000000006,male
160.7,49.08,female
164.9,54.66000000000001,female
176.2,57.3,male
185.3,78.95,male
184.8,80.5,male
160.1,47.74000000000001,female
162.4,56.760000000000005,female
191.6,79.0,male
171.0,58.4,male
161.1,49.14,female
179.3,58.550000000000004,male
161.0,55.2,female
164.4,61.2,male
167.3,43.32,female
163.8,42.92000000000001,female
177.3,83.75,male
151.5,49.6,female
165.9,53.86,female
148.5,49.60000000000001,female
178.4,66.0,male
184.9,79.95,male
187.9,80.55,male
183.5,61.25,male
158.1,46.64,female
159.1,51.34,female
180.2,75.69999999999999,male
149.6,52.24,female
170.7,46.38,female
163.9,52.46,female
183.1,71.85,male
179.1,71.95,male
167.4,41.56000000000001,female
160.9,48.26,female
172.8,73.4,male
164.2,76.69999999999999,male
162.5,56.9,female
173.9,67.85000000000001,male
179.9,68.65,male
193.1,74.05,male
164.9,52.66000000000001,female
188.0,80.6,male
178.8,68.2,male
158.3,39.52000000000001,female
165.8,50.720000000000006,female
164.2,51.379999999999995,female
152.9,50.160000000000004,female
160.7,47.28,female
188.3,76.75,male
176.6,70.7,male
174.5,51.15,male
