Taille_cm,Poids_kg
172.93072473298682,118.20421918675154
162.85648581973632,118.5638898632971
188.65774511144755,119.41026595129908
174.73832920911786,115.51888931134113
158.08696502797352,113.651865494859
176.56553608633828,125.51494483546591
160.2531832977268,104.6479834229324
177.8708460374245,119.19795702976128
181.58595579007405,123.12933421713095
161.79317681648288,112.29664761427306
179.6337612924432,108.45123224721401
174.12780926936497,120.86296421775809
178.2206015999449,127.79595247542842
188.9679298265395,125.61887717779028
167.54611883997129,110.24022321151577
162.46263835642512,110.54255102856989
161.10485570374476,121.34675040496312
161.84189715034563,117.37866642195833
169.22898290585897,119.35317539955818
173.41151974816643,119.81724680434678
172.76690799330018,114.43942303603022
178.27183249036023,119.21946871738326
170.13001891877906,116.168894835058
184.53534077157317,125.78877492753016
167.35343166762044,122.85363872176372
197.2016916658962,134.33245193361893
176.25667347765005,112.21858128596233
161.42842443583717,113.76276584063197
159.29107501938887,115.36480048456448
174.82472415243186,121.76542751931751
167.7653721467415,112.34824864909659
177.14000494092093,134.28354830225624
174.73237624573545,112.24414649892537
169.27171087343126,110.75632765971382
161.53206281931594,113.85740367500004
154.85152775314134,120.26720276373287
165.53485047932978,110.30970846217754
178.56398794323474,119.02465274622067
172.14093744130204,122.8498902136644
157.54261221288013,110.80486472135739
171.73180925851182,115.60629489367885
173.85317379728838,121.06209271821338
161.16142563798866,113.88523148824287
171.5372510594553,122.34395690493885
170.58208718446,123.21928367833381
158.57029702169376,112.89164895978901
173.57787360348283,119.56870674845882
175.60784526368235,120.09408528008773
180.83051243175277,123.81938337753519
180.53802052034902,121.51796242351438
156.2233063204291,110.29744543258164
160.62174960084877,118.26292292451816
175.1503526720866,126.3982396042142
175.13785950912208,111.27427205593784
175.15047686306048,118.86782034708006
208.52731490654722,130.39381954072007
175.70890510693167,117.51414996568889
181.355656401806,123.6226264294893
179.540017634932,124.14019979343175
176.513912513058,118.87062841281937
166.84730755359655,105.51458672550443
177.58969220493267,115.0901335893388
162.2717478546243,117.50478488558176
167.63181393259993,101.7321841594953
165.14636452170896,120.25299979317903
170.81874139386323,119.47458358046117
193.1465856667351,133.4968439576809
151.32734807408252,107.10446069893234
176.86260190374514,109.2811437365708
153.87284128810347,111.39459178717905
165.28068134210565,120.74957222413924
180.88950596967365,126.02388671392025
170.64280019095463,113.47580266848941
159.22255222070694,112.08395387663136
162.84696290740033,110.61695196443054
176.79597748934677,115.4618575492592
162.69633368282862,117.99029301317213
172.16458589581976,111.48640209679309
170.45571839903815,112.23599112665912
163.48399652394184,108.04767026841189
191.43944089325325,118.69651078546873
176.3391902231801,120.08470705964407
149.74857413342392,113.19437360245064
171.86454314769426,116.41466063523609
163.3821353523161,105.99322190572143
178.52433334796223,124.53567270529314
162.074792615673,121.36216544722771
168.852635585331,112.75247439266597
175.04987278980457,116.37967142182347
178.65755194170123,122.97420152418253
157.99703592944223,119.20803490717427
166.6549876415905,112.3955737100896
165.25054688839043,107.70049719478466
163.4667076742629,116.71711148478035
187.65454240281096,128.43988444697644
174.04981710960956,118.35307495150045
157.39116045664954,108.03535590720504
179.17861947054777,125.60227241670673
191.22156197012634,128.68988290929667
180.32465260551146,117.3039160879627
154.80630034045987,109.9083088097353
165.15765927133748,107.56240901197863
182.66911149186623,125.6305524535294
162.9233053438122,112.00431955780121
174.43819428146227,116.31863326473434
177.74634053429338,119.82148081466985
160.73069528421917,112.53035137454987
169.404746439382,120.7067862055497
137.58732659930928,104.86974962631528
159.7561235866571,111.1082092200317
167.4743184860684,119.18178406732576
157.5221681803515,112.88866194961625
186.32411303931636,121.71285268626218
155.69858622039368,109.44077300799474
165.59955513303015,113.77868536564797
171.3074057728609,119.61463931365842
184.41273289066115,121.1506167271893
155.64137848820562,108.08657438758436
181.6316375215496,131.5780234318671
170.10233061019588,121.24472618332366
160.18491348952048,108.28020774815853
174.6210347426327,121.43417060389571
171.9905969557347,117.98751895835652
163.99783122841205,115.7567799290859
170.6980208499002,117.50081600528061
166.1468640313824,120.71430204154827
171.13517345251248,118.73892977688784
176.62130674521046,119.16914454427327
185.86016816145352,128.84802855756917
157.62184501173152,112.09625546071854
191.33033374656267,126.7060430825985
150.47912200477498,109.28571791457931
168.48214904964416,115.34892195550805
175.88317206484575,119.19356239415794
172.80991867735034,114.8309904609983
163.77300480179406,109.94201606268794
167.91877749642725,110.57059794098008
165.06999065341168,107.32157936004987
164.10635243055788,109.44927178682826
178.49602097021025,119.45187426425998
173.57015485965047,118.6221575990709
163.07090404739347,112.02542400558886
178.9959987543325,108.76968198881285
173.0729952087661,125.75577963275646
178.12862118838962,125.59028014922724
176.29628841923613,121.5621290447419
161.7100498907793,122.30697581361703
164.3981895980303,109.09236473169508
177.4729360512326,129.3009468261847
176.10370265433465,114.42059581069786
169.7909840603585,117.59963245361811
171.17327383308782,110.6587865992185
182.77664895788425,122.32296250876973
164.0842861116417,115.7687612402307
175.4709738117004,118.1884865595924
167.97807347566106,119.15952028449817
167.8231879677278,116.01550683291379
180.9877685198719,118.8324221920548
178.25416348988028,117.38030698143443
178.13509636000637,124.21536222508135
183.0547880715433,119.10594448315966
170.2100384163276,121.1715321397721
176.81952971294965,125.682347334987
166.89733243406545,106.7602302835988
173.24166352488442,123.62338052270316
168.69856945632316,126.21646974756892
170.96995964992718,118.19650064847687
175.95157025436913,122.17362754094022
161.8177931676653,118.00303354729517
190.9238727568546,124.53833116468945
159.93982618500297,112.88432290094069
157.8581138721227,104.46515359433965
181.58110873500067,122.40467407340256
177.91662693962937,122.55304210105592
176.24119817052156,121.88935429136704
176.2834550926428,124.65467840967717
169.87753227153087,112.57087863151125
161.02745628514168,109.79932154494628
170.75804558193727,126.31865724182856
163.2283828848789,112.70113042937696
179.7511973341775,121.88820773694151
168.5294261849786,115.50319157461428
161.74502803207488,108.6768584829086
166.78614158347006,123.17140976702056
174.12931454275625,115.71968448463728
164.36275447196024,108.32681189384746
161.77779604433567,110.5463068334373
172.4368721149191,107.58806244308593
172.44966571108722,114.34591224507335
164.93056824628871,109.37811272156829
165.28961694381678,117.46747077935417
172.32049937357635,114.17715352031
155.51915658502676,114.42264014115628
155.92536225623445,117.15883298065212
162.81555778747565,117.17287768580205
167.86552848288153,114.4625463729963
173.10907565598004,118.60465652871898
184.75356216949552,115.5141782755527
178.5765962320202,119.69057144180289
168.40061470036574,111.47808427483042
169.8098379209731,119.8860589701844
159.9747063536219,124.85237980535223
169.8148686400761,118.9157990679033
167.1134136107986,105.24533538008603
173.2271856033809,116.14608255694954
161.72769056447677,113.38991538088683
175.19346514241172,119.27384644038659
185.32738913002578,119.74325948046784
168.91239851543142,117.23703804512881
174.0171172209894,112.0951985648483
176.90143991711113,114.88110434927468
165.98779528114164,117.9234960845323
172.24092481810416,112.43010001374775
170.12592400781796,119.24772383097937
170.9767609854883,110.09222357018946
162.26990216144534,121.84558539160908
170.24510174258944,112.73894617214498
174.9799829124545,117.62265945158731
184.5114360779504,124.68321254052971
179.59270826085208,117.98996895487797
191.53182457511556,126.90635086415853
162.32652437111952,115.92371958960442
178.72320636720679,125.22850902776048
171.8334200573835,121.28252620568736
191.89802933217672,125.49506088046616
161.91701714644847,112.12949884568381
161.60278157819224,124.46679450031166
164.0060735455598,118.55217843674836
148.76104275690193,102.3333509590048
164.7424497831924,114.63404322126433
162.40867338446301,111.4081873291174
171.50393786476207,116.50010086952739
173.41755975777158,111.89042610245679
188.76170839215885,122.88315260454172
179.5042383818605,129.83468613780678
164.23096344337597,116.7993150538967
161.01585328651643,100.00132693817508
174.91919171506507,124.79725373426902
156.7976679297936,116.00709818295292
188.31458765854353,122.94513792481251
181.79440120721287,125.39379826216187
165.30824347895296,110.09171351144282
152.86865470909123,106.43961603775928
183.53872374165414,130.08515748709362
168.85460154747383,114.62592049701468
182.3781631197346,112.72151509410563
154.05572341205632,109.00855942151865
164.00624977046226,113.40987043213623
170.05243699718184,122.51543949559913
170.4698059376474,116.78309478282013
165.49934528520757,112.36679382114194
176.22849932347498,124.52810542171977
159.32379570617405,112.29965923028388
168.57620514978706,112.1091789095756
171.20295631711897,122.81631814541163
175.14438834058748,119.78328357584836
177.1161487808889,119.7168967847972
158.7535790816213,112.32865254378785
154.65885829264377,104.24314437460671
182.7767682189851,119.61127681765161
173.3231401197959,118.01332606307209
162.51513463443447,112.15849211037211
185.51151975522524,129.84232580393433
171.15674634292859,118.10756511795289
181.79297184063827,126.08135694146924
170.6751848141011,116.85080993922475
190.60747924881986,131.05480808069956
187.55340842443204,126.3866725738602
167.51035851520928,115.44676375878647
179.71570950954356,120.80565383449951
176.45375949585147,114.63199864167835
183.68631557532348,125.19342060957712
160.35076539419896,111.95682075470764
176.86051459998438,117.07727176908696
180.5842448684959,126.79521904488351
152.41260513576884,102.33459218162197
158.16741487334224,109.06285721584185
149.607678222399,112.46204894397722
167.30593165555442,116.86528394960075
177.17542255795962,119.48964551281804
185.02357052096028,124.51562445018287
170.74094780419776,117.7304973671332
186.28615545571293,116.24545722364122
156.19898541785108,108.54323401129318
152.96617560644845,116.91738729547055
169.44452301103382,112.95341468107938
173.84065448939307,116.6367894497052
169.67305251905907,113.64476981703064
149.32557899960125,106.76143443322987
169.1087996048721,113.18334566557097
156.95530499495146,113.06359475851846
176.6967254883004,120.50009353118652
173.66598246096848,122.0174301829709
160.60120213672644,107.0158351305821
164.86133082663306,112.48589645757036
159.40786478111048,110.60492599343904
169.37320902726827,118.4961786127137
179.55142320501238,116.8320344562204
160.14273953664457,116.64250181278177
175.04046515517845,124.70028727241835
164.6974238162756,109.1694789791461
162.07127167737656,110.47770778035164
168.92969640045442,113.35870583874403
159.64757677580627,125.00334057250032
164.46350694652818,111.85907759989826
158.0212210741115,119.49767669413085
189.6472513291639,119.00810312259071
170.3526355197173,111.71043115305096
163.00274492007415,109.91821255479236
172.1397991073422,113.23446304107138
168.8767195030917,114.65503010559877
167.79030400466777,111.961745788493
176.14166700043424,115.16704218652254
177.57507710047304,125.7011446775795
164.69498852389472,120.23171294831845
164.2418175935532,118.65530040897552
167.24948302848355,117.88226214073924
146.98078835264414,106.60507008758763
154.8480893780145,107.19648676677699
183.66874267444524,117.8851466797249
186.44967713501285,125.71733322791923
167.50963960443622,109.51118585926231
175.76556963055765,114.12490168787397
173.11250154543535,123.66519197646996
200.7888080845524,139.858208846659
181.19574911434577,123.504562792288
168.72082408519233,121.45665659980978
160.44459559399576,110.97082643007818
153.93553679742428,102.58262062840251
172.03463635867223,120.47644445449542
162.43649254715697,115.94286826257095
155.77746290402325,110.45820107621168
163.53427115757472,112.37854473038308
159.18451996385605,116.44408687664071
186.87141635072564,119.16347219068918
178.8163975694945,116.59847601181924
169.92027358683382,111.42359058027309
184.79944138890025,123.58461343818425
170.77368307647617,111.40869232386798
161.38715798671737,109.2030101914466
185.23124077269657,119.82528053657747
175.38910043684658,117.62205353491116
159.62753845673544,104.39552007351107
168.0966132191639,116.07950090881009
161.24381746615242,118.796236113092
156.17200269035663,110.95485807224429
179.26177547531643,128.37440468789902
189.0941664047013,131.76236581150022
156.01432426180858,114.09512115405315
175.62969236690572,119.40679077829199
163.49357430878172,113.68461038017897
165.12874616235302,118.12693463487516
164.07606075761132,111.87587429340493
161.36009230320184,103.1994377791035
170.48521627944828,119.17836759626653
161.69049883588963,107.10538132647548
172.7045682577984,112.90634957505736
169.49761890550863,116.27504824745783
167.6105195313359,114.94910940133381
160.924363379584,105.35558548923466
164.23228669431668,114.73198683310821
177.55391225825755,124.72995882052115
175.0091718762438,113.1124194929808
160.22444755201448,118.46341805265033
170.99332305429226,109.1461412487818
177.51387123371788,130.46786277702782
153.3059471887863,106.93137408253642
175.43360192379936,119.67320584984417
163.37376241054153,104.05802522231534
175.7059866859316,118.75701367632269
162.36740843457483,114.20774468414963
151.9511789933548,107.94722002651218
153.72457562116838,106.3606536442639
170.48084946661382,111.98355966733715
172.5972250172148,123.32138435543322
160.95683374895592,112.58461086201991
176.38592458777373,127.07742794708204
153.3847993773104,106.39074794581508
169.33920201352683,114.02866743922598
157.88983800237543,115.12839832404977
163.4816389219784,105.45186270487245
170.47398671316415,110.64597722015925
161.39586634716048,118.11556471298803
166.15444455770174,108.90983040484981
180.0629280921444,111.93306256495224
164.2310813047685,123.24662252751129
178.3569211206514,113.2915262649221
158.70293145342382,112.33691614568157
175.29804177915284,119.22954476424013
184.415686206579,108.93391720987013
145.2835549987271,104.04101463358816
162.03104744529523,115.1560375977784
175.7707212718054,120.86837147990673
167.96954613957007,120.10389918182403
173.7114587337131,116.23269985564372
163.9601481328418,117.3445888702396
170.865897874729,113.44300870322769
168.4432276460792,108.74711535867178
181.67782061659807,115.26637739906297
172.54420843301213,110.33434151887839
173.37602662075201,123.06714181879438
165.88123033877534,107.07368610715612
165.12393775927507,115.67596619492029
165.6744181218038,113.22386718444955
173.94452142378296,117.76179177344918
165.79015519179737,121.42360631230731
172.89774856896412,115.61185001995749
190.75400798645438,128.89731140165287
178.71124703431693,120.60787792234818
166.7397646783216,114.27279957708123
182.01213922163944,133.40530827167012
165.91924626978448,107.45695209282617
149.61875464822145,113.77409876888689
159.91913689082597,115.24564442832155
151.29208078974145,105.68381138222473
166.48486515958692,123.06478190902217
170.18418379189552,107.3423321444103
186.76437312275283,121.43513461874342
173.26927373764164,111.92876216059335
167.80899471191137,117.57446494471742
178.29405581183488,114.6670046093898
147.88864690992114,108.7152108431711
172.35614558108566,116.62808343238078
177.70865193886968,117.57212365921093
155.21413754220157,111.78959812415725
181.43754043206928,120.30378507474087
173.38496407494415,112.58005961842969
165.847120860992,128.6380693356213
176.32781866106285,116.91168248233257
192.70692857804397,115.63007245935972
171.81866255058495,113.1079046991563
172.48220586300337,111.28060919648787
165.40639100459757,118.56360403227148
161.5015563053521,114.28396363536638
178.30335816544246,122.23007518340083
161.43916174091132,110.79751045422388
170.71566237219392,115.42529683220265
165.22342553234884,112.49588597151863
174.78979825746393,118.24944329518142
173.33662105286948,122.17814665061545
180.37539944257898,122.84930681168727
164.89983601145252,116.70549035325797
167.3012506470663,117.78335733242585
160.21236284217693,116.51777546588832
165.5570673992389,115.94143053735877
173.7730049304485,119.99209258209642
177.56988616645353,125.85047998086988
160.77834675822373,109.02502645118511
178.6960592010566,116.13451374071794
183.5563785880495,116.670762368688
174.134349032237,119.27502988260792
188.76795812558066,115.67691995041568
162.26210800896428,115.32871908433232
157.55345296688583,110.35308836259587
152.21279751095722,114.16895737903603
184.96044311489183,119.87261284937637
176.54365656354057,118.42805402650572
169.44415329089546,121.8608856473698
172.7996862631982,124.67553705232994
158.74510952701624,108.0345374583982
194.45751979616827,128.41479007121154
171.29221181975228,118.55359020730877
171.09394794604893,118.86054360382776
177.25766623898693,118.45307151096601
174.81009231736712,125.07145853343337
172.23884024279133,108.05896069114837
162.09525544554688,110.83721377649069
174.71468357135996,120.86126127097671
188.82024496475034,127.25523429388437
183.4542004615498,129.31818536077122
185.93186626639397,129.66046678588373
164.88784323568814,112.77182132952355
160.1039517974142,118.54613452648942
168.74213079900352,112.36375014066431
170.55724912288696,121.40519901925832
180.94191518470947,130.47647422522422
153.0753537028518,114.95862970055816
185.29550319460614,123.91182835519338
168.4199210142101,114.13007059753394
165.7311893005258,106.93607870394018
159.87895624739832,113.49822850090027
153.4514332813423,103.47705883674945
178.23170583961914,116.23859430975892
170.73317967188405,110.87620184866446
157.10039100258945,108.39321428788197
157.04921227936384,110.53229845327881
166.64215300709873,116.35704175902296
186.69021525289392,121.00806368673244
167.40408648636395,120.6782574508397
154.96857046881894,108.6948304210187
167.54256935914054,111.45554404528565
167.27276430252329,116.40420527235267
143.03113357058427,114.181774274482
169.45705133482187,117.93147593334542
167.69065469791323,113.64651647719292
176.96206364813418,111.99562186106687
188.48956094945345,123.72324082239369
181.26565029547757,122.74418325840549
167.31111309445168,113.35209643622541
158.9347409125833,103.19371021945749
195.7335980324986,123.82729216710722
170.59218434014488,124.03917525750398
170.13929291912947,123.73268683226057
169.75874912889998,111.95824126198201
171.98084760767856,120.75516535945246
168.55639588076056,109.95751422249138
164.26337993119765,120.9401023790137
164.53141058759607,115.26531400388942
169.67246729784003,121.10081777711069
164.56575228866234,105.47912179398536
162.87154217322836,116.6803794875772
171.06430227691897,116.94056570619101
167.45022782579144,119.61224787556037
185.0399298858269,127.84230743911135
143.49030191606988,104.89955930960521
180.91506851922463,118.40763263817152
182.46085192497628,126.00586427713681
149.2660976759185,106.86897145713769
166.57312405919652,110.59398105900023
166.2855913400421,110.22775494573051
155.9248830528218,102.78037529220789
162.22183312409123,110.44836910802573
158.8942415453417,117.01586892577566
187.52270443423623,125.27436599393349
179.3567839314746,118.06171423954837
182.7155509499416,126.24627761837412
177.21672064043236,115.58514117957762
158.7094822878277,111.89601840118637
164.75479733720226,113.24150693811345
174.8937456122792,122.59783865346739
157.77872191108054,103.11428300538873
177.12998430172388,115.45750420670247
167.59674601841866,107.22730741281573
166.25179192450403,113.51532275698047
177.1095996820349,125.75645737507786
174.4426331148604,115.97194885341955
166.3903383418092,112.3222325628359
181.59329803364247,126.0756062360598
159.18936672400102,116.97796281807696
176.15935606944265,118.82885489490525
175.93101257968385,122.5925299311072
166.9045356068601,109.72226831869732
173.26133022242118,124.8574702697166
157.48886423614698,121.6135203759514
179.240270192069,123.26420054237468
168.1509786355701,105.24628227929254
164.77276979480962,111.3565950956754
180.4900922583689,124.28466812461261
162.9565630945724,111.22303840672578
155.9153870363644,116.52291693761447
154.43370826476095,112.43595504132175
176.0600995134564,115.6946672772264
157.19570647503718,110.899391967623
187.54794181984366,119.9274077157342
149.18070592116277,106.21839327246104
186.96456368290038,121.36108745514241
172.11017467202618,123.32338760357696
169.03286888129608,126.64485128073821
164.5508091319105,106.89192244318097
173.99136114352072,108.68003108353557
169.62365297575153,115.10478172983126
181.0330188201652,113.87277997493094
171.1422764866204,117.24508243733378
171.50301761461878,120.9210384956081
166.36387787786146,122.33445453137179
169.4305437627893,117.2507174868316
173.0780176889206,116.91933183576637
152.89831607343373,98.91231765017977
156.51814577894288,110.5640913464533
177.43264094022715,120.20112472584952
171.70865438127942,120.46367854263946
168.1601666364732,112.1296344787675
170.18433933065393,114.40768969761497
173.4758170536167,110.6741063976066
164.60240319690638,102.61461740418756
162.21695274597687,107.45514328170567
171.9584525509768,109.52967457667448
160.21627222384967,113.78088397783542
174.08252755714472,115.74646711738083
152.97416395762158,106.14718813055578
180.29155637325644,116.20913513708935
174.72597482413042,102.46386150829652
172.56029734313876,125.1936875481502
179.82690983945514,115.92075681387088
186.65474444462578,121.93253465083207
180.1437006501813,113.79020446613504
151.59125768668355,113.07571767621076
157.204230332643,111.45904833487597
163.7518142230432,109.5564899740401
170.26091050210835,114.65626166922864
175.17659020469122,127.2203652027354
162.74256186846534,112.869305681403
171.8676676447708,116.43178275206732
162.44617067646678,108.39386937371373
163.8848219700805,104.27526413417472
155.93338903151778,109.36983169628628
160.76766753889095,113.972875954124
156.48315394383667,115.91534159636484
160.24126747022666,100.86608768910372
180.5364179660784,115.61590644962013
160.50601111168058,109.32399954747402
196.3238206483739,128.32831504890225
174.9331790088089,117.99476209632189
171.84836123694873,116.72331912819058
161.41642219818786,114.67787028203426
177.0030987940899,115.13492890344492
164.24362173762225,118.58033699309848
171.2200981464536,119.21630637440153
195.60084538268794,126.42121910156918
169.0394010027535,124.07227041068364
181.49273326285675,129.45381014614435
162.96823574874114,118.00018286290256
169.65011509503037,101.24976793992471
187.7080063563551,132.36332832394967
163.73032942212234,117.65244085231473
188.1244855799693,134.68806169955087
177.07751935455477,125.87220666821734
164.37533224105732,121.86061289596223
176.3240773905552,123.73910907665174
179.7255444962673,127.61996101654785
176.21809962217196,129.26876353364958
154.29775280109544,110.51676245238399
162.72862824175132,105.36672998839745
167.52481364448496,113.84886163994253
169.25566570899954,118.11477756596699
176.20672097550678,119.66746236083584
171.77701000933254,111.06684467340251
156.64655641289897,102.33561225982965
173.80197851005963,114.50507698635269
176.10585745283822,123.28633363369795
175.5979044793104,126.92075586980452
180.8078072555462,125.94635133388431
178.33922154548904,125.53978613104076
174.59180079228437,118.16223249071018
169.29834288541352,107.47384200990626
153.39039066484008,106.74957289476453
174.29618219132587,117.13945992673476
172.0768768716311,114.94933215805558
172.71578837195372,117.9955790942523
157.2325142417969,112.96173020827337
159.18943459591736,115.9003215093803
180.53152853332904,119.8485885181664
169.60444846143346,106.8032047794221
176.81500697372624,117.15236454172113
170.2831837613046,116.845984677547
170.29756139495746,122.7479422383979
179.38283805976,117.88323791597146
164.83955271782625,116.74051686501882
170.96120776940984,118.38298299441159
165.3772471129496,114.63926386644427
165.65503772567683,119.19743357317753
166.9082787653136,111.80451946062823
172.22133771633713,114.62366972413413
165.21251378336524,114.28612708704321
182.5575612557352,118.95017003961235
161.05392697780496,115.01432859528524
168.1312835583864,112.09311607944322
165.60268941725826,115.65273127649189
184.46977884353734,122.51053663565801
171.96554776511576,118.45912631818562
180.31844539468634,118.84459345229365
155.14439626963028,108.1195368486995
172.67050265869258,118.18177253639692
178.89630795623438,121.51371111111203
170.82283989275425,116.84926837478363
180.6548037506535,129.8214734703595
164.82711549899628,109.2185173808419
184.0934744018558,122.52104450607155
192.9889812361925,118.97689644570171
166.37161439560342,116.72763387135846
165.54497478599228,108.91900597181247
184.533844771177,121.64867886764677
185.79572145730714,121.74775302913159
164.77139972846732,115.55158551081615
165.79813182904144,111.84520473534275
167.18215391139492,112.2554407716578
156.55549488965724,117.62925502077525
160.81348053515802,113.78890019319374
159.95859233247933,109.17611228950436
162.3220243489587,111.79074259797527
169.6531511261322,124.57069276811322
172.3421473253652,116.37814190515886
185.50500492814078,120.03086910190142
160.01645959261208,108.58242606604348
179.84322398476584,118.18381838819674
167.86011155774491,112.5645615888516
169.50536290347566,109.87917406481783
176.74819492166603,113.91568723001483
158.772779784377,107.30114903116281
173.8240974618405,121.17869895009372
171.66452208213056,115.34284850059439
174.9245126400815,117.68022224256649
172.89168643907817,124.15169902385966
194.55300139910895,134.02388637929113
163.62260015748683,112.2195453551804
164.69003044998183,110.95619614907478
163.76859473575234,109.37371606272087
164.44522880839745,117.46423181232004
163.62612872693484,112.60822175950923
181.89016531107552,119.91809993837003
184.20504247989854,118.82394624026658
164.29253706250523,110.08330963307043
161.6764442689577,114.3546908784972
174.71415556386404,112.04417867430251
164.4777695571903,118.98933976967533
176.3293181775551,116.6789699608252
172.02923020851298,116.66497387257188
154.84255885002767,102.99426169180968
185.47505201330063,123.40194371477345
187.9587767309552,122.93984481547706
163.87211309515612,113.49204789853792
166.12298440064015,122.11388747209752
172.85865390724905,118.67488448721328
173.34456789987024,114.03175963421259
176.5854427267283,115.9068496742949
190.1020453876635,128.52157635401744
168.23052772505952,122.1972039312439
162.01702755461545,114.3172525033322
156.20680771985474,113.73662719670848
162.6906996005808,116.25950343694488
169.66873027126204,123.44625068885551
